# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Mar 25 12:15:35 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
# CONSTRAINT:  order by pl_rade desc
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
TOI-1670 c,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,40.74976000,0.249000,11.063,0.987,200.23190,0.63000,Mass,0.090000,,684,0,F7 V,6170.00,1.32,1.21,0.090,4.29,168.0670000,9.8890000,8.7240000,9.8193400
Kepler-486 b,1,1,1,Transit,2016,Kepler,0,30.36044667,,11.000,0.981,,,,,,,0,,4926.00,0.75,0.79,-0.040,4.60,436.2570000,14.6150000,12.2880000,14.3799000
WASP-171 b,1,1,1,Transit,2019,WASP-South,0,3.81862440,0.050400,10.985,0.980,344.52772,1.08400,Mass,0.000000,,1642,0,G0,5965.00,1.64,1.17,0.040,4.08,757.8400000,12.6120000,11.1040000,12.4407000
Kepler-425 b,1,1,1,Transit,2014,Kepler,0,3.79701816,0.046400,10.962,0.978,79.45000,0.25000,Mass,0.330000,,1070,0,K1 V,5170.00,0.86,0.93,0.240,4.54,646.6470000,14.8450000,12.8060000,14.7301000
CoRoT-10 b,1,1,1,Transit,2010,CoRoT,0,13.24060000,0.105500,10.870,0.970,874.00000,2.75000,Mass,0.530000,,600,0,K1 V,5075.00,0.79,0.89,0.260,4.65,338.3860000,15.2930000,11.7820000,14.6645000
HATS-10 b,1,1,1,Transit,2015,HATSouth,0,3.31284600,0.044910,10.862,0.969,167.17858,0.52600,Mass,0.501000,,1407,0,,5880.00,1.10,1.10,0.150,4.39,534.8890000,13.2020000,11.5110000,12.9838000
TOI-172 b,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,9.47725000,0.091400,10.817,0.965,1722.63860,5.42000,Mass,0.380600,299.00,1198,0,,5645.00,1.78,1.13,0.148,3.99,342.8310000,11.2990000,9.7220000,11.1927000
Kepler-419 b,1,1,2,Transit,2014,Kepler,0,69.75460000,0.370000,10.800,0.960,794.50000,2.50000,Mass,0.833000,,,1,,6430.00,1.74,1.39,0.176,4.10,1011.3600000,13.0890000,11.8590000,12.9642000
WASP-23 b,1,1,1,Transit,2010,SuperWASP,0,2.94442560,0.037600,10.783,0.962,280.95000,0.88400,Mass,0.062000,,,0,,5150.00,0.77,0.78,,,207.4900000,12.5390000,10.4500000,12.3208000
WASP-32 b,1,1,1,Transit,2010,SuperWASP,0,2.71866000,,10.761,0.960,835.89290,2.63000,Mass,0.000000,,,0,,6140.00,0.95,0.72,-0.130,4.40,275.9940000,11.2570000,10.1610000,11.4090000
WASP-105 b,1,1,1,Transit,2017,SuperWASP-South,0,7.87288000,0.075000,10.761,0.960,572.09400,1.80000,Mass,0.000000,,900,0,K2,5070.00,0.90,0.89,0.280,4.20,169.2720000,12.0490000,9.9350000,11.8445000
Kepler-77 b,1,1,1,Transit,2013,Kepler,0,3.57878087,0.045010,10.761,0.960,136.66100,0.43000,Mass,0.000000,,1440,0,G5 V,5520.00,0.99,0.95,0.200,4.42,639.4110000,14.1520000,12.3610000,13.9172000
Kepler-74 b,1,1,1,Transit,2013,Kepler,0,7.34071100,0.078100,10.760,0.960,200.22000,0.63000,Mass,0.000000,,1078,0,F8 V,6000.00,1.12,1.18,0.420,4.44,1177.5500000,14.4870000,12.9580000,14.3652000
Kepler-45 b,1,1,1,Transit,2011,Kepler,0,2.45523900,0.030000,10.760,0.960,160.49700,0.50500,Mass,0.110000,,1000,0,M,3820.00,0.55,0.59,0.280,4.70,381.9490000,16.7440000,12.8920000,15.9804000
Kepler-15 b,1,1,1,Transit,2011,Kepler,0,4.94278200,0.057140,10.760,0.960,209.76000,0.66000,Mass,0.060000,,,0,,5515.00,0.99,1.02,0.360,4.46,739.4120000,13.8100000,12.2160000,13.7136000
HAT-P-12 b,1,1,1,Transit,2009,HATNet,0,3.21305980,0.038400,10.749,0.959,67.05900,0.21100,Mass,0.000000,,963,0,K4,4650.00,0.70,0.73,-0.290,4.61,142.7510000,12.6650000,10.1080000,12.4197000
CoRoT-28 b,1,1,1,Transit,2015,CoRoT,0,5.20851000,0.060300,10.705,0.955,153.82972,0.48400,Mass,0.047000,,,0,G8/9 IV,5150.00,1.78,1.01,0.150,3.60,766.1830000,13.7830000,11.0320000,13.4119000
HATS-22 b,1,1,1,Transit,2017,HATSouth,0,4.72281240,0.050250,10.682,0.953,870.85420,2.74000,Mass,0.079000,,858,0,K V,4803.00,0.69,0.76,0.000,4.64,229.5180000,13.3970000,10.9420000,13.1225000
Kepler-725 b,1,1,1,Transit,2016,Kepler,0,39.64317811,,10.630,0.948,,,,,,,0,,5363.00,0.84,0.88,-0.010,4.54,758.4690000,15.1450000,13.2220000,14.9929000
K2-97 b,1,1,1,Transit,2016,K2,0,8.40672600,0.086000,10.610,0.947,,,,,,1499,0,,4717.00,4.47,1.20,0.330,3.22,878.4300000,12.4860000,10.0350000,12.3059000
WASP-45 b,1,2,1,Transit,2011,SuperWASP,0,3.12608900,0.039630,10.604,0.946,306.38812,0.96400,Mass,,294.00,1153,0,,5150.00,0.85,0.85,-0.030,4.50,211.1960000,11.8010000,10.2940000,12.0487000
HATS-69 b,1,1,1,Transit,2018,HATSouth,0,2.22525770,0.032110,10.593,0.945,183.38791,0.57700,Mass,0.519000,466.60,1296,0,,5137.00,0.88,0.89,0.377,4.50,414.5370000,14.0740000,11.8750000,13.7643000
HAT-P-54 b,1,1,1,Transit,2015,HATNet,0,3.79984700,0.041170,10.581,0.944,241.55080,0.76000,Mass,0.074000,,818,0,,4390.00,0.62,0.65,-0.127,4.67,143.6510000,13.3980000,10.3260000,13.0172000
Kepler-685 b,1,1,1,Transit,2016,Kepler,0,1.62552220,,10.580,0.944,,,,,,,0,,5963.00,1.16,1.11,0.150,4.36,938.7150000,15.1860000,13.3070000,15.0191000
WASP-84 b,1,1,1,Transit,2014,SuperWASP,0,8.52348650,0.077100,10.559,0.942,220.56500,0.69400,Mass,0.000000,,797,0,K0,5314.00,0.75,0.84,0.000,4.40,100.5880000,10.8250000,8.8550000,10.5745000
POTS-1 b,1,1,1,Transit,2013,La Silla Observatory,0,3.16062960,0.037340,10.548,0.941,734.16000,2.31000,Mass,,,,0,K5 V,4400.00,0.59,0.69,-0.030,4.63,747.9590000,17.9083000,14.2440000,17.2604000
KOI-1257 b,1,2,1,Transit,2014,Kepler,0,86.64766100,0.382000,10.540,0.940,460.83000,1.45000,Mass,0.772000,,511,0,G5 V,5520.00,1.13,0.99,0.270,4.32,,14.8180000,12.7260000,14.6419000
WASP-56 b,1,2,1,Transit,2012,SuperWASP,0,4.61710000,,10.536,0.940,143.02350,0.45000,Mass,0.000000,,,0,,5600.00,0.96,0.71,0.120,4.50,321.0840000,12.0910000,10.5320000,12.0028000
HAT-P-3 b,1,2,1,Transit,2007,HATNet,0,2.89970000,,10.536,0.940,206.58950,0.65000,Mass,0.000000,,,0,,5185.00,0.87,1.06,0.270,4.56,134.5540000,11.8560000,9.4480000,11.2795000
WISEP J121756.91+162640.2 A b,1,1,1,Imaging,2012,W. M. Keck Observatory,0,,8.000000,10.468,0.934,6992.00000,22.00000,Mass,,,450,0,T8.5,575.00,0.09,0.03,,5.00,,,,
K2-114 b,1,1,1,Transit,2017,K2,0,11.39093110,0.094300,10.447,0.932,638.83510,2.01000,Mass,0.081000,40.00,701,0,,4920.00,0.82,0.86,0.410,4.54,475.7580000,14.5500000,12.3040000,14.2751000
WASP-43 b,1,1,1,Transit,2011,SuperWASP,0,0.81347500,0.014200,10.424,0.930,565.71400,1.78000,Mass,0.000000,,,1,,4400.00,0.60,0.58,,,86.7467000,12.3050000,9.2670000,11.9070000
WASP-129 b,1,2,1,Transit,2016,SuperWASP-South,0,5.74814500,0.062800,10.424,0.930,317.83000,1.00000,Mass,0.096000,,1100,0,G1,5900.00,0.90,1.00,0.150,4.53,301.4620000,12.1790000,10.4120000,11.8127000
Kepler-807 b,1,1,1,Transit,2016,Kepler,0,117.93108781,,10.420,0.930,,,,,,,1,,5965.00,1.06,1.04,-0.040,4.41,1492.9500000,15.1940000,13.6880000,15.0693000
WD 1856+534 b,1,3,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.40794050,0.020400,10.400,0.928,4386.05400,13.80000,Mass,0.000000,0.18,163,0,,4710.00,0.01,0.52,,7.92,24.7359000,17.2440000,15.5480000,16.9580000
2MASS J21402931+1625183 A b,1,1,1,Imaging,2009,W. M. Keck Observatory,0,7336.50000000,,10.310,0.920,6657.48000,20.95000,Mass,0.260000,,2075,0,M8.5,2300.00,0.12,0.08,,,,,11.8260000,17.3961000
V1298 Tau b,1,1,4,Transit,2019,K2,0,24.13960000,0.168800,10.270,0.916,,,,0.290000,35.00,677,0,,,1.34,1.10,,,108.1990000,10.1150000,8.0940000,10.0702000
Kepler-816 b,1,1,1,Transit,2016,Kepler,0,10.50682565,,10.240,0.914,,,,,,,0,,5286.00,0.85,0.90,0.160,4.54,983.6970000,16.3650000,13.8920000,15.9357000
HATS-5 b,1,1,1,Transit,2014,HATSouth,0,4.76338700,0.054200,10.223,0.912,75.32300,0.23700,Mass,0.019000,,1025,0,G,5304.00,0.87,0.94,0.190,4.53,246.3840000,12.5980000,10.7030000,12.4288000
Kepler-693 b,1,2,1,Transit,2016,Kepler,0,15.37563332,,10.180,0.908,,,,,,,0,,4881.00,0.72,0.76,-0.100,4.61,1151.5100000,16.7286000,14.1780000,16.4140000
Kepler-643 b,1,1,1,Transit,2016,Kepler,0,16.33889626,,10.160,0.906,,,,,,,0,,4908.00,2.52,1.00,0.130,3.64,1063.5800000,13.9880000,11.5830000,13.7694000
Kepler-167 e,1,2,4,Transit,2016,Kepler,0,1071.23228000,1.890000,10.150,0.906,,,,0.062000,0.07,131,0,K4,4890.00,0.73,0.77,-0.030,4.61,341.9080000,14.2840000,11.8320000,14.0004000
HATS-46 b,1,1,1,Transit,2018,HATSouth,0,4.74237290,0.053670,10.122,0.903,54.98459,0.17300,Mass,0.559000,,1054,0,,5495.00,0.85,0.92,-0.060,4.54,453.8080000,13.7830000,11.9650000,13.5270000
PH2 b,1,1,1,Transit,2013,Kepler,0,282.52550000,0.828000,10.120,0.903,,,,0.410000,,281,0,,5629.00,1.00,0.94,-0.078,4.41,343.8630000,12.6450000,11.1160000,12.5811000
WASP-145 A b,1,2,1,Transit,2018,SuperWASP-South,0,1.76903810,0.026100,10.088,0.900,282.86870,0.89000,Mass,0.000000,,1200,0,K2 V,4900.00,0.68,0.76,-0.040,4.65,91.2990000,11.6360000,9.1940000,11.3583000
TOI-2337 b,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.99432000,,10.088,0.900,508.52545,1.60000,Mass,0.019000,,,0,,4780.00,3.22,1.32,0.390,3.50,536.0460000,12.5240000,9.6780010,11.8752000
CoRoT-29 b,1,1,1,Transit,2015,CoRoT,0,2.85057000,0.038600,10.088,0.900,270.15550,0.85000,Mass,0.082000,,,0,K0 V,5260.00,0.90,0.97,0.200,4.30,806.5070000,15.4080000,13.0480000,15.2394000
HAT-P-61 b,1,1,1,Transit,2021,HATNet,0,1.90231289,0.030100,10.077,0.899,335.94463,1.05700,Mass,0.113000,849.50,1505,0,,5587.00,0.94,1.00,0.194,4.50,338.8400000,13.0960000,11.1410000,12.9386000
HIP 67522 b,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,6.95950300,,10.070,0.898,,,,0.059000,,1174,0,,5675.00,1.38,1.22,0.000,,127.2800000,9.7900000,8.1640000,9.6326100
K2-295 b,1,1,1,Transit,2018,K2,0,4.02486700,0.045100,10.054,0.897,106.47305,0.33500,Mass,0.000000,,852,0,K5 V,4444.00,0.70,0.74,0.140,4.63,232.8010000,13.8941000,,13.5184000
Kepler-424 b,1,1,2,Transit,2014,Kepler,0,3.31186440,0.044000,9.980,0.890,327.35000,1.03000,Mass,,,,0,,5460.00,0.94,1.01,0.440,4.50,698.6460000,14.4290000,12.4700000,14.2290000
WASP-130 b,1,1,1,Transit,2016,SuperWASP-South,0,11.55098000,0.101200,9.976,0.890,390.93090,1.23000,Mass,0.000000,,833,0,G6,5625.00,0.96,1.04,0.260,4.49,172.2560000,11.1040000,9.4610000,10.9717000
Lupus-TR-3 b,1,1,1,Transit,2007,Multiple Observatories,0,3.91405000,0.046400,9.976,0.890,257.43100,0.81000,Mass,0.000000,,,0,,5000.00,0.82,0.87,,,773.4090000,19.6202000,15.0680000,18.7650000
Kepler-1708 b,1,1,1,Transit,2021,Kepler,0,737.11310000,1.640000,9.960,0.889,1462.01067,4.60000,Mass,0.400000,0.56,,0,,6157.00,1.12,1.09,0.000,4.37,1666.6900000,15.8230000,14.0890000,15.6837000
CoRoT-13 b,1,1,1,Transit,2010,CoRoT,0,4.03519000,0.051000,9.920,0.885,415.70400,1.30800,Mass,0.000000,,1700,0,G0 V,5945.00,1.01,1.09,0.010,4.46,1148.9300000,15.0050000,13.3760000,14.9147000
K2-308 b,1,1,1,Transit,2019,K2,0,3.38628000,,9.916,0.884,,,,,,,0,,6100.00,1.24,1.09,-0.100,3.94,1314.5300000,15.0720000,13.2060000,14.8949000
HATS-75 b,1,1,1,Transit,2021,HATSouth,0,2.78865560,0.032742,9.909,0.884,156.05375,0.49100,Mass,0.064000,59.26,772,0,,3790.40,0.58,0.60,0.522,4.68,194.9640000,15.6890000,11.5840000,14.9033000
WASP-60 b,1,1,1,Transit,2012,SuperWASP,0,4.30500000,,9.864,0.880,174.80650,0.55000,Mass,0.000000,,,0,,5900.00,1.17,1.19,-0.040,4.20,431.0520000,11.6700000,10.5850000,12.0196000
Kepler-56 c,1,1,3,Transit,2012,Kepler,0,21.40239000,0.165200,9.800,0.874,181.00000,0.57000,Mass,,,,1,,4840.00,4.23,1.32,0.200,3.31,912.9940000,12.5980000,10.2270000,12.4298000
HATS-8 b,1,1,1,Transit,2015,HATSouth,0,3.58389300,0.046670,9.785,0.873,43.86054,0.13800,Mass,0.376000,,1324,0,,5679.00,1.09,1.06,0.210,4.39,794.6370000,14.5120000,12.6610000,14.3370000
Kepler-688 b,1,1,1,Transit,2016,Kepler,0,3.89593684,,9.760,0.871,,,,,,,0,,5715.00,0.96,0.98,0.020,4.47,1357.7500000,15.8050000,13.9240000,15.7323000
Kepler-1517 b,1,1,1,Transit,2016,Kepler,0,5.54608367,,9.760,0.871,,,,,,,0,,7010.00,1.95,1.58,0.010,4.06,847.2990000,12.2280000,11.3030000,12.1739000
WASP-132 b,1,1,1,Transit,2016,SuperWASP-South,0,7.13352100,0.067000,9.752,0.870,130.31030,0.41000,Mass,0.000000,,763,0,K4,4775.00,0.74,0.80,0.220,4.61,122.9100000,11.9380000,9.6740000,11.7538000
HD 332231 b,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,18.71204000,0.143600,9.718,0.867,77.55052,0.24400,Mass,0.032000,98.09,876,0,F8,6089.00,1.28,1.13,0.036,4.28,80.6665000,8.5580000,7.2420000,8.4183900
HAT-P-20 b,1,1,1,Transit,2010,HATNet,0,2.87531700,0.036100,9.718,0.867,2302.89900,7.24600,Mass,0.015000,,970,0,K3,4595.00,0.69,0.76,0.350,4.63,71.0374000,11.2310000,8.6010000,10.9903000
Kepler-51 d,1,1,3,Transit,2014,Kepler,0,130.19400000,0.509000,9.700,0.865,7.60000,0.02400,Mass,0.008000,,381,1,,6018.00,0.94,1.04,,4.51,783.8310000,14.8850000,13.1970000,14.6777000
Kepler-714 b,1,1,1,Transit,2016,Kepler,0,8.09888799,,9.670,0.863,,,,,,,0,,5995.00,1.12,1.09,0.040,4.37,2083.3700000,15.4300000,13.8250000,15.2407000
Kepler-1311 d,1,1,3,Transit,2021,Kepler,0,197.51100160,,9.658,0.862,,,,,,,0,,5616.00,1.67,1.03,0.040,4.00,866.3310000,13.5280000,11.8250000,13.3176000
Kepler-492 b,1,1,1,Transit,2016,Kepler,0,11.72012266,,9.590,0.856,,,,,,,0,,5527.00,0.91,0.94,0.070,4.50,587.9100000,14.6440000,12.6560000,14.5107000
TOI-954 b,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,3.68497290,0.049630,9.550,0.852,55.30242,0.17400,Mass,0.140000,1393.00,1526,0,,5710.00,1.89,1.20,0.215,3.96,238.7680000,10.3430000,8.7790000,10.2321000
Kepler-1515 b,1,1,1,Transit,2016,Kepler,0,214.31141640,,9.550,0.852,,,,,,,0,,6511.00,1.41,1.30,0.070,4.26,539.3210000,12.1000000,10.8860000,11.9975000
WASP-182 b,1,1,1,Transit,2019,WASP-South,0,3.37698480,0.045100,9.528,0.850,47.03884,0.14800,Mass,0.000000,,1479,0,G5,5638.00,1.34,1.08,0.270,4.22,327.6020000,11.9800000,10.4310000,11.9170000
WASP-144 b,1,1,1,Transit,2018,SuperWASP-South,0,2.27831520,0.031600,9.528,0.850,139.84520,0.44000,Mass,0.000000,,1260,0,K2 V,5200.00,0.81,0.81,0.180,4.53,355.5130000,13.0850000,10.8970000,12.9150000
K2-261 b,1,1,1,Transit,2018,K2,0,11.63347800,0.103400,9.528,0.850,59.75174,0.18800,Mass,0.286000,180.00,1046,0,,5445.00,1.64,1.09,0.360,4.04,213.2830000,10.6120000,8.8900000,10.4594000
K2-287 b,1,1,1,Transit,2018,K2,0,14.89329100,0.120600,9.494,0.847,100.11645,0.31500,Mass,0.478000,,804,0,,5695.00,1.07,1.06,0.200,4.40,158.3350000,11.4100000,9.1880000,11.0670000
TOI-1298 b,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,4.53716400,0.059000,9.427,0.841,113.14691,0.35600,Mass,0.032000,,1388,0,,5889.00,1.41,1.44,0.490,4.39,319.0360000,11.8890000,10.0120000,11.4038000
TOI-530 b,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,6.38759700,0.052000,9.303,0.830,127.13136,0.40000,Mass,0.000000,,565,0,M0.5 V,3659.00,0.54,0.53,0.376,4.70,148.7620000,15.4030000,11.2380000,14.6439000
Kepler-856 b,1,1,1,Transit,2016,Kepler,0,8.02768059,,9.300,0.830,,,,,,,0,,5535.00,0.93,0.96,0.120,4.49,1351.1700000,15.5940000,13.9050000,15.5570000
HAT-P-38 b,1,1,1,Transit,2012,HATNet,0,4.64038200,0.052300,9.247,0.825,84.85700,0.26700,Mass,0.067000,,1082,0,,5330.00,0.92,0.89,,,255.2060000,12.5250000,10.5010000,12.3021000
Kepler-695 b,1,1,1,Transit,2016,Kepler,0,3.04033042,,9.210,0.822,,,,,,,0,,5181.00,0.80,0.84,-0.010,4.57,842.9470000,15.2620000,12.9220000,15.1132000
Kepler-1654 b,1,1,1,Transit,2018,Kepler,0,1047.83560000,2.026000,9.180,0.819,158.91500,0.50000,Mass,0.260000,0.30,206,0,G5 V,5597.00,1.18,1.01,-0.088,4.30,568.1170000,13.4970000,11.9220000,13.4057000
Kepler-702 b,1,1,1,Transit,2016,Kepler,0,10.52629406,,9.170,0.818,,,,,,,0,,5419.00,0.86,0.90,0.000,4.53,992.0710000,15.4370000,13.4920000,15.3098000
HD 221416 b,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,14.27670000,0.122800,9.170,0.836,60.50000,0.19000,Mass,0.115000,,,0,,5080.00,2.94,1.21,-0.080,3.58,95.5483000,8.1500000,6.0430000,7.9077600
NGTS-11 b,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,35.45533000,0.201000,9.158,0.817,109.33352,0.34400,Mass,0.130000,,435,0,K,5050.00,0.83,0.86,0.220,4.50,190.4220000,12.4560000,10.3150000,12.1895000
K2-139 b,1,1,1,Transit,2017,K2,0,28.38061900,0.179600,9.110,0.813,,,,,,524,0,,5370.00,0.88,0.96,0.240,4.54,153.8560000,11.6520000,9.6600000,11.4626000
K2-289 b,1,1,1,Transit,2019,K2,0,13.15696900,0.107000,9.100,0.812,,,,,,753,0,,5529.00,1.02,0.95,0.162,4.39,274.3000000,14.8100000,10.6410000,13.7943000
SWEEPS-4 b,1,1,1,Transit,2006,Hubble Space Telescope,0,4.20000000,0.055000,9.079,0.810,1207.70000,3.80000,Mass,,,,0,,,1.18,1.24,,,,18.8000000,,
Kepler-46 b,1,1,3,Transit,2012,Kepler,0,33.60134000,0.196800,9.057,0.808,1907.00000,6.00000,Mass,0.010000,,543,1,,5155.00,0.94,0.90,0.410,4.45,777.0600000,15.3120000,13.3470000,15.2548000
Kepler-817 b,1,1,1,Transit,2016,Kepler,0,3.99010623,,9.030,0.806,,,,,,,0,,5861.00,1.03,1.03,0.020,4.42,1484.4600000,15.9670000,13.9540000,15.5969000
Kepler-51 c,1,1,3,Transit,2012,Kepler,0,85.31200000,0.384000,9.000,0.803,4.00000,0.01300,Mass,0.014000,,439,1,,6018.00,0.94,1.04,,4.51,783.8310000,14.8850000,13.1970000,14.6777000
Kepler-950 b,1,1,1,Transit,2016,Kepler,0,98.71804060,,8.980,0.801,,,,,,,0,,5857.00,1.02,1.02,0.020,4.44,2161.6000000,16.0000000,14.1390000,15.6813000
WASP-139 b,1,2,1,Transit,2016,SuperWASP-South,0,5.92426200,0.062000,8.967,0.800,37.18611,0.11700,Mass,0.000000,,910,0,K0,5310.00,0.80,0.92,0.200,4.59,212.4720000,12.4560000,10.4720000,12.2715000
HATS-48 A b,1,2,1,Transit,2020,HATSouth,0,3.13166660,0.037690,8.967,0.800,77.23269,0.24300,Mass,0.162000,137.60,955,0,,4546.00,0.72,0.73,0.186,4.59,263.6090000,14.2260000,11.4270000,13.8951000
Kepler-1746 b,1,1,1,Transit,2021,Kepler,0,321.21200560,,8.935,0.797,,,,,,,0,,6018.00,1.29,1.09,0.060,4.26,979.5410000,13.5720000,12.2320000,13.4903000
Kepler-491 b,1,1,1,Transit,2016,Kepler,0,4.22538451,,8.920,0.796,,,,,,,0,,5582.00,1.03,1.04,0.370,4.42,630.7850000,14.1780000,12.3540000,13.9616000
Kepler-890 b,1,1,1,Transit,2016,Kepler,0,52.75875577,,8.890,0.793,,,,,,,0,,5954.00,1.13,1.09,0.090,4.37,1712.1200000,15.2350000,13.6650000,15.1361000
KOI-1783.01,1,1,2,Transit,2020,Kepler,0,134.46280000,,8.860,0.790,71.00000,0.22339,Mass,0.000000,5.70,,1,,5922.00,1.14,1.08,0.110,4.30,865.7300000,13.9780000,12.6210000,13.9061000
Kepler-30 d,1,1,3,Transit,2012,Kepler,0,143.34394000,0.500000,8.800,0.785,23.10000,0.07300,Mass,0.022000,,,1,,5498.00,0.95,0.99,0.180,4.77,914.2210000,15.7260000,13.5810000,15.3761000
V1298 Tau e,1,1,4,Transit,2019,K2,0,60.00000000,0.308000,8.740,0.780,,,,0.570000,10.00,492,0,,,1.34,1.10,,,108.1990000,10.1150000,8.0940000,10.0702000
Kepler-177 c,1,1,2,Transit,2013,Kepler,0,49.40926000,,8.730,0.779,14.70000,0.04625,Mass,0.000000,25.40,,1,,5732.00,1.32,0.92,-0.110,4.10,1435.4400000,15.1710000,13.4210000,14.9414000
HATS-17 b,1,1,1,Transit,2016,HATSouth,0,16.25461100,0.130800,8.709,0.777,425.25654,1.33800,Mass,0.029000,72.70,814,0,G V,5846.00,1.09,1.13,0.300,4.42,400.3310000,12.4020000,10.6980000,12.2179000
WASP-59 b,1,1,1,Transit,2012,SuperWASP,0,7.91958500,0.069700,8.687,0.775,274.27600,0.86300,Mass,0.100000,,670,0,K5 V,4650.00,0.61,0.72,-0.150,4.72,115.9360000,12.6590000,9.7230000,12.3142000
Kepler-148 d,1,1,3,Transit,2016,Kepler,0,51.84688575,,8.680,0.774,,,,,,,0,,5172.00,0.81,0.86,0.070,4.56,791.1630000,15.3980000,13.3590000,15.3362000
K2-329 b,1,1,1,Transit,2020,K2,0,12.45512250,0.101600,8.676,0.774,82.63580,0.26000,Mass,0.069700,45.70,650,0,,5282.00,0.82,0.90,0.098,4.57,233.2370000,12.6970000,10.6680000,12.4462000
Kepler-108 b,1,2,2,Transit,2014,Kepler,0,49.18392100,0.292000,8.650,0.772,,,,,,,0,,5854.00,2.19,,,3.90,338.7320000,12.6570000,10.9830000,13.0843000
WASP-29 b,1,1,1,Transit,2010,SuperWASP,0,3.92273000,,8.631,0.770,73.10090,0.23000,Mass,0.030000,,,0,,4800.00,0.79,0.77,0.110,4.50,87.5953000,11.3310000,8.7830000,10.8932000
TOI-837 b,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,8.32487620,,8.631,0.770,381.39600,1.20000,Msini,0.000000,,,0,G0/F9 V,6047.00,1.02,1.12,-0.069,4.47,142.4880000,10.6350000,8.9330000,10.3560000
HATS-49 b,1,1,1,Transit,2020,HATSouth,0,4.14804670,0.045150,8.575,0.765,112.19399,0.35300,Mass,0.071000,80.45,835,0,,4405.00,0.70,0.71,0.208,4.60,324.4130000,14.9880000,11.9380000,14.5449000
Kepler-34 b,1,2,1,Transit,2011,Kepler,0,288.82200000,1.089600,8.564,0.764,69.92000,0.22000,Mass,0.182000,,,1,,5913.00,1.16,1.05,-0.070,4.33,1800.8200000,15.0870000,13.2380000,14.8297000
Kepler-719 b,1,1,1,Transit,2016,Kepler,0,5.00731778,,8.520,0.760,,,,,,,0,,5777.00,0.98,0.99,-0.020,4.45,2497.5100000,16.1280000,14.1260000,15.9037000
Kepler-1513 b,1,1,1,Transit,2016,Kepler,0,160.88465087,,8.460,0.755,,,,,,,0,,5617.00,0.97,0.99,0.140,4.46,349.2470000,13.0710000,11.3090000,12.9559000
Kepler-16 b,1,2,1,Transit,2011,Kepler,0,228.77600000,0.704800,8.449,0.754,105.83300,0.33300,Mass,0.006900,,,1,,4450.00,0.65,0.69,-0.300,4.65,75.0852000,12.1440000,8.9960000,11.7472000
